q1_len,q2_len,q1_words,q2_words,common_words,total_words,words_share,token_set,token_sort,partial_token_set,partial_token_sort
48,28,10,5,3,14,0.21,70,58,100,75
22,37,3,6,2,9,0.22,71,58,100,73
44,33,6,5,4,11,0.36,84,70,100,82
22,10,4,2,2,6,0.33,100,62,100,60
40,42,7,6,3,13,0.23,69,66,100,68
41,33,7,6,2,13,0.15,49,49,100,48
69,34,13,5,0,15,0.0,17,16,23,21
33,29,6,5,3,11,0.27,68,61,100,63
41,48,7,7,3,14,0.21,59,58,100,69
91,66,14,11,3,20,0.15,47,41,100,44
26,24,4,4,2,8,0.25,88,88,100,83
39,35,7,7,4,14,0.29,76,65,100,69
81,29,10,5,2,14,0.14,55,44,100,69
22,22,3,3,3,6,0.5,100,100,100,100
36,25,7,4,2,11,0.18,68,56,100,68
44,36,8,5,3,12,0.25,64,57,100,61
37,64,4,10,2,13,0.15,46,44,100,49
27,51,4,6,3,9,0.33,85,51,100,74
128,99,20,14,4,33,0.12,47,45,100,46
29,15,5,3,1,8,0.12,45,45,100,40
46,75,6,14,0,17,0.0,23,20,39,33
44,29,7,5,3,12,0.25,82,66,100,59
5,5,1,1,1,2,0.5,100,100,100,100
21,30,3,3,0,6,0.0,51,51,62,62
48,45,7,7,6,14,0.43,94,86,100,82
22,66,2,8,0,9,0.0,51,48,86,86
32,32,5,5,5,10,0.5,100,100,100,100
29,29,4,4,4,8,0.5,100,100,100,100
37,31,6,5,5,11,0.45,100,91,100,100
52,30,6,3,1,8,0.12,69,41,100,43
50,53,7,8,4,14,0.29,81,62,100,71
54,50,7,7,6,14,0.43,95,87,100,95
37,30,5,4,3,9,0.33,84,84,100,77
49,17,6,3,0,9,0.0,27,27,47,47
28,21,5,4,3,9,0.33,83,65,100,76
19,19,3,3,2,6,0.33,79,79,100,79
57,60,8,8,4,16,0.25,72,68,100,68
18,23,2,3,2,5,0.4,100,88,100,100
30,99,4,14,0,18,0.0,31,31,40,40
21,15,3,3,1,6,0.17,50,50,100,67
60,43,10,6,2,16,0.12,43,35,100,42
31,31,3,3,3,6,0.5,100,100,100,100
77,38,13,6,4,17,0.24,73,47,100,55
35,24,5,4,2,9,0.22,63,51,100,70
85,101,11,14,2,25,0.08,41,39,100,36
36,37,6,5,3,11,0.27,62,47,100,47
9,13,2,3,2,5,0.4,100,82,100,67
19,25,3,4,3,7,0.43,100,86,100,100
44,39,6,6,2,12,0.17,47,46,100,52
48,35,6,4,2,10,0.2,65,63,100,71
14,19,2,3,2,5,0.4,100,85,100,100
38,30,6,5,4,11,0.36,91,74,100,80
55,100,9,13,4,19,0.21,69,46,100,51
23,23,3,3,2,6,0.33,88,78,100,78
28,42,4,5,2,9,0.22,71,63,100,64
27,21,5,4,2,9,0.22,62,62,100,67
30,73,6,10,5,15,0.33,91,52,100,73
12,20,2,3,2,5,0.4,100,75,100,75
61,18,8,3,1,11,0.09,43,35,100,63
47,76,7,12,5,18,0.28,78,70,100,74
20,20,2,2,2,4,0.5,100,100,100,100
71,51,9,6,4,15,0.27,80,66,100,67
41,31,6,4,2,10,0.2,76,69,100,81
21,33,3,4,1,7,0.14,48,48,100,57
44,105,5,13,2,17,0.12,53,39,100,57
28,30,4,5,1,9,0.11,69,69,100,68
30,33,5,5,4,10,0.4,97,89,100,97
63,59,9,7,3,16,0.19,74,74,100,75
23,29,3,5,1,8,0.12,52,42,100,65
26,27,4,4,3,8,0.38,98,98,100,100
23,17,4,3,2,7,0.29,80,80,100,97
36,34,5,5,2,10,0.2,69,69,100,71
37,37,6,6,6,12,0.5,100,100,100,100
26,44,4,8,2,12,0.17,54,51,100,58
59,28,9,6,3,15,0.2,63,46,100,43
27,10,5,2,2,7,0.29,100,54,100,70
57,66,10,11,7,21,0.33,80,72,100,75
57,149,8,21,0,29,0.0,31,31,33,33
43,27,6,4,2,10,0.2,68,51,100,48
46,70,6,9,3,15,0.2,56,36,100,39
37,28,5,4,4,9,0.44,100,86,100,75
30,25,4,3,3,7,0.43,100,91,100,80
29,49,4,7,3,11,0.27,86,74,100,69
15,64,3,9,0,12,0.0,23,23,33,33
18,11,3,2,2,5,0.4,100,76,100,73
20,57,3,8,3,11,0.27,100,52,100,70
23,17,4,3,3,7,0.43,100,85,100,82
25,25,4,4,4,8,0.5,100,100,100,100
67,148,9,21,1,23,0.04,35,27,100,43
43,27,6,5,2,11,0.18,58,49,100,41
50,42,6,5,3,8,0.38,87,78,100,86
39,58,4,9,0,12,0.0,28,29,31,31
48,67,6,10,3,16,0.19,57,45,100,54
23,22,4,4,3,8,0.38,98,98,100,95
27,18,4,3,2,7,0.29,80,62,100,56
54,65,8,11,2,19,0.11,39,50,100,46
14,18,3,4,3,7,0.43,100,88,100,100
17,23,3,4,2,7,0.29,69,65,100,81
15,48,2,8,0,10,0.0,29,29,47,47
27,34,4,5,2,9,0.22,66,66,100,74
50,42,7,6,6,13,0.46,100,91,100,81
16,31,3,5,2,8,0.25,86,68,100,62
45,36,5,4,3,9,0.33,93,77,100,72
10,11,1,1,0,2,0.0,95,95,100,100
26,41,4,8,0,12,0.0,48,48,58,58
19,20,3,3,0,6,0.0,41,41,42,42
20,14,3,2,2,5,0.4,100,82,100,100
34,13,4,2,1,6,0.17,63,55,100,69
16,16,2,2,2,4,0.5,100,100,100,100
27,15,3,2,1,5,0.2,71,67,100,87
46,69,7,10,1,15,0.07,36,40,100,46
19,19,3,3,3,6,0.5,100,100,100,100
40,16,7,3,3,9,0.33,100,57,100,81
31,18,5,3,2,8,0.25,80,65,100,83
42,28,6,4,2,10,0.2,67,69,100,68
25,25,4,4,2,8,0.25,68,64,100,64
30,32,4,5,2,9,0.22,61,61,100,69
24,33,4,5,4,9,0.44,100,84,100,79
26,54,3,7,1,10,0.1,51,50,100,58
50,28,8,5,4,13,0.31,92,62,100,79
79,66,10,9,6,19,0.32,87,84,100,88
76,79,9,10,2,19,0.11,40,36,100,37
27,20,5,4,4,9,0.44,100,85,100,75
45,45,7,7,6,14,0.43,92,84,100,84
20,12,4,3,2,7,0.29,80,62,100,58
25,30,5,6,3,9,0.33,78,69,100,64
41,22,5,3,1,8,0.12,62,54,100,73
46,44,6,6,3,12,0.25,73,71,100,75
30,37,5,6,4,11,0.36,87,78,100,80
25,25,3,3,3,6,0.5,100,100,100,100
38,28,5,4,2,9,0.22,70,67,100,79
25,28,4,5,1,9,0.11,34,34,100,45
25,25,4,4,4,8,0.5,100,100,100,100
38,29,7,5,3,12,0.25,77,63,100,62
29,34,5,6,5,11,0.45,100,92,100,100
30,44,4,6,4,10,0.4,100,81,100,100
27,28,5,5,4,10,0.4,83,84,100,81
28,28,5,5,2,10,0.2,68,61,100,71
20,30,3,5,3,8,0.38,100,80,100,75
87,19,13,3,1,14,0.07,48,21,100,53
9,9,2,2,2,4,0.5,100,100,100,100
38,30,5,4,0,9,0.0,26,26,33,33
51,51,8,8,7,16,0.44,91,84,100,84
57,60,5,5,2,8,0.25,81,74,100,75
43,35,6,5,4,11,0.36,91,90,100,97
26,19,4,3,2,7,0.29,84,84,100,95
55,47,6,5,2,11,0.18,69,67,100,64
35,19,6,4,2,10,0.2,64,48,100,47
42,34,5,5,3,10,0.3,79,58,100,59
26,15,4,3,1,7,0.14,68,68,100,80
14,8,2,1,1,3,0.33,100,73,100,100
31,19,5,4,3,9,0.33,85,64,100,63
18,70,3,10,2,12,0.17,80,36,100,56
35,47,5,7,3,12,0.25,70,63,100,63
42,53,7,8,4,15,0.27,71,59,100,75
27,31,3,4,3,7,0.43,100,93,100,85
36,17,5,2,1,7,0.14,74,53,100,71
109,57,13,7,3,18,0.17,58,45,100,56
12,12,3,3,3,6,0.5,100,100,100,100
58,47,9,7,0,16,0.0,32,32,26,26
28,12,4,2,0,4,0.0,31,20,27,33
4,4,2,2,2,4,0.5,100,100,100,100
61,35,10,4,0,13,0.0,31,21,31,34
47,48,8,7,2,14,0.14,65,63,100,64
57,87,8,10,0,18,0.0,28,28,40,40
34,33,5,4,2,9,0.22,63,57,100,62
25,31,3,4,2,7,0.29,78,57,100,68
20,21,3,3,2,6,0.33,98,98,100,100
52,47,7,7,6,14,0.43,92,85,100,89
30,31,4,5,2,8,0.25,76,75,100,77
44,44,7,7,7,14,0.5,100,100,100,100
22,28,4,5,4,9,0.44,100,88,100,100
20,22,3,3,1,6,0.17,90,90,100,85
27,36,5,5,2,10,0.2,62,54,100,63
30,27,5,5,1,10,0.1,53,53,100,56
42,40,6,5,4,11,0.36,84,78,100,86
14,27,2,4,2,6,0.33,100,68,100,71
34,32,6,6,4,12,0.33,82,73,100,84
25,12,4,2,2,6,0.33,100,65,100,100
90,81,12,13,0,25,0.0,35,35,41,41
39,36,6,6,3,10,0.3,71,67,100,70
69,45,11,8,2,19,0.11,40,47,100,51
66,131,10,19,1,26,0.04,44,37,100,45
21,28,4,5,3,9,0.33,86,65,100,62
76,35,9,5,0,14,0.0,20,20,31,31
64,36,11,4,0,15,0.0,26,26,33,33
20,28,3,4,3,7,0.43,100,83,100,75
60,61,9,9,3,18,0.17,60,56,100,56
16,11,3,2,1,5,0.2,74,74,100,73
58,40,9,7,7,16,0.44,100,82,100,72
29,26,5,4,3,9,0.33,84,84,100,94
23,17,4,3,3,7,0.43,100,85,100,100
33,23,5,5,2,10,0.2,61,50,100,61
11,3,2,1,0,3,0.0,29,29,67,67
22,30,3,4,1,7,0.14,54,42,100,50
24,29,4,5,3,9,0.33,80,60,100,73
49,44,5,5,4,10,0.4,94,84,100,94
19,21,4,4,2,8,0.25,95,95,100,89
26,17,4,3,2,7,0.29,87,74,100,65
10,25,2,4,2,6,0.33,100,57,100,100
37,48,5,7,1,12,0.08,52,54,100,62
39,29,6,4,4,9,0.44,100,85,100,86
34,27,5,4,3,9,0.33,85,72,100,78
21,29,4,5,3,9,0.33,73,60,100,56
12,13,3,3,2,6,0.33,96,96,100,92
32,32,4,5,3,9,0.33,81,78,100,78
13,36,3,6,2,9,0.22,76,37,100,69
25,22,4,4,1,8,0.12,68,68,100,70
28,33,4,5,3,9,0.33,83,66,100,74
38,32,6,5,2,11,0.18,58,46,100,50
48,34,7,6,0,13,0.0,41,41,41,41
33,34,4,4,3,8,0.38,86,84,100,82
25,60,4,8,0,12,0.0,21,21,33,33
58,31,8,5,3,13,0.23,73,54,100,58
23,22,3,3,2,6,0.33,84,67,100,81
66,68,8,8,6,14,0.43,91,91,100,89
9,20,2,4,2,6,0.33,100,62,100,100
25,20,4,3,3,7,0.43,100,89,100,75
27,18,4,3,3,7,0.43,100,80,100,100
46,34,7,6,4,13,0.31,85,70,100,68
24,24,3,3,2,6,0.33,79,79,100,79
78,86,10,14,3,22,0.14,36,49,100,48
5,5,1,1,1,2,0.5,100,100,100,100
37,20,7,4,4,11,0.36,100,70,100,70
8,25,2,5,1,7,0.14,67,36,100,75
37,34,4,4,2,8,0.25,82,82,100,85
31,27,5,4,3,9,0.33,74,66,100,67
23,23,3,3,3,6,0.5,100,100,100,100
21,78,4,11,2,15,0.13,69,40,100,62
29,55,5,7,3,12,0.25,77,48,100,55
27,39,5,7,3,12,0.25,77,67,100,59
21,22,3,3,2,6,0.33,89,88,100,90
98,37,14,6,2,18,0.11,55,49,100,57
57,29,8,5,2,13,0.15,62,42,100,66
46,80,6,9,3,15,0.2,58,48,100,48
23,29,3,5,1,8,0.12,54,54,100,52
25,20,4,3,3,7,0.43,100,89,100,100
10,21,1,2,1,2,0.5,100,65,100,100
20,54,3,8,0,11,0.0,16,16,34,34
23,33,4,5,2,9,0.22,64,61,100,79
23,14,3,2,2,5,0.4,100,76,100,100
11,23,2,4,2,4,0.5,100,65,100,100
35,54,5,8,0,12,0.0,19,22,25,28
18,36,3,5,1,8,0.12,56,48,100,61
33,30,5,4,1,9,0.11,32,32,100,37
28,22,4,4,2,8,0.25,74,64,100,68
46,28,6,6,2,11,0.18,48,35,100,43
47,25,6,3,0,9,0.0,22,22,22,22
10,22,2,4,2,6,0.33,100,62,100,60
28,25,4,3,2,7,0.29,84,75,100,83
22,14,4,3,3,7,0.43,100,78,100,100
23,66,3,13,2,10,0.2,72,29,100,57
45,32,8,6,4,13,0.31,86,68,100,66
22,24,4,4,3,8,0.38,90,83,100,86
22,36,4,6,4,10,0.4,100,76,100,64
40,25,6,4,3,10,0.3,75,71,100,80
86,28,10,4,2,14,0.14,49,39,100,64
30,19,5,3,3,8,0.38,100,78,100,100
29,22,4,3,1,7,0.14,75,71,100,82
46,43,7,7,6,14,0.43,92,88,100,88
43,36,7,6,3,13,0.23,64,58,100,65
21,21,3,3,1,6,0.17,62,62,100,62
83,26,13,5,2,18,0.11,59,33,100,50
34,21,6,3,3,8,0.38,100,76,100,100
18,18,3,3,2,6,0.33,76,61,100,61
24,22,3,3,1,6,0.17,96,96,100,95
41,104,6,15,5,19,0.26,91,50,100,61
28,94,5,16,4,17,0.24,92,44,100,79
33,29,6,5,3,11,0.27,62,48,100,58
39,39,6,6,3,12,0.25,69,56,100,60
14,9,2,1,1,3,0.33,100,78,100,100
52,180,9,27,4,33,0.12,67,38,100,40
79,29,11,4,3,12,0.25,86,50,100,79
33,11,4,2,1,6,0.17,50,50,100,73
24,19,4,3,3,7,0.43,100,88,100,100
65,22,10,4,2,12,0.17,74,44,100,59
39,40,5,5,4,10,0.4,89,76,100,87
45,30,6,4,2,9,0.22,79,75,100,70
18,41,3,6,3,9,0.33,100,61,100,61
43,54,7,9,2,13,0.15,48,52,100,58
48,30,8,5,2,13,0.15,64,62,100,56
36,39,7,7,3,13,0.23,62,51,100,55
14,14,2,2,2,4,0.5,100,100,100,100
37,33,5,5,4,10,0.4,86,71,100,64
61,57,8,8,3,16,0.19,58,58,100,63
40,20,6,3,2,9,0.22,71,57,100,45
35,35,6,6,5,12,0.42,97,97,100,97
43,23,7,4,2,10,0.2,72,52,100,70
11,16,2,3,2,5,0.4,100,81,100,100
22,17,4,3,3,7,0.43,100,87,100,100
23,31,4,5,3,9,0.33,82,67,100,74
30,25,6,5,3,11,0.27,68,47,100,68
26,53,4,7,4,11,0.36,100,66,100,69
89,181,13,30,3,37,0.08,41,36,100,43
24,15,5,3,2,8,0.25,75,46,100,60
61,86,9,13,2,16,0.12,44,33,100,41
21,33,3,4,2,7,0.29,74,67,100,86
19,10,3,2,2,5,0.4,100,69,100,100
56,67,10,13,1,22,0.05,29,28,100,32
23,17,4,4,2,8,0.25,70,70,100,82
39,46,5,6,2,11,0.18,71,54,100,59
20,25,3,4,3,7,0.43,100,89,100,100
34,30,6,5,4,11,0.36,87,72,100,63
41,36,5,5,2,10,0.2,70,70,100,81
30,18,4,3,3,7,0.43,100,75,100,72
35,56,5,9,2,14,0.14,51,42,100,54
17,24,3,4,3,7,0.43,100,83,100,100
81,56,9,8,2,16,0.12,43,41,100,41
26,57,4,8,1,12,0.08,53,51,100,54
60,40,9,7,4,16,0.25,76,66,100,72
32,33,6,6,5,12,0.42,92,83,100,81
70,43,8,5,3,13,0.23,79,64,100,84
22,52,4,9,1,11,0.09,52,49,100,59
21,19,4,4,2,8,0.25,73,65,100,74
60,55,9,10,3,19,0.16,52,40,100,57
18,18,3,3,3,6,0.5,100,100,100,100
69,77,10,12,0,20,0.0,41,40,46,41
64,72,7,11,0,18,0.0,35,35,36,36
31,33,4,5,1,9,0.11,38,38,100,48
70,67,8,8,5,15,0.33,90,77,100,82
31,51,5,6,3,11,0.27,78,63,100,58
25,53,4,8,3,10,0.3,78,51,100,76
36,33,5,5,3,10,0.3,82,67,100,61
19,16,3,3,2,6,0.33,77,57,100,62
28,38,4,5,3,9,0.33,86,64,100,75
21,20,4,4,3,8,0.38,89,83,100,80
32,41,4,6,3,10,0.3,84,68,100,78
31,45,5,8,4,13,0.31,87,63,100,58
34,49,5,9,2,14,0.14,45,41,100,44
27,26,4,4,3,8,0.38,91,91,100,88
21,21,3,3,3,6,0.5,100,100,100,100
37,29,6,5,2,11,0.18,55,55,100,59
25,36,5,5,2,10,0.2,72,72,100,80
44,31,8,6,2,13,0.15,49,37,100,47
20,27,2,3,1,5,0.2,79,64,100,75
38,62,6,9,3,14,0.21,62,58,100,63
25,23,4,4,3,8,0.38,92,92,100,87
88,59,13,9,0,22,0.0,26,26,36,36
28,46,4,7,2,10,0.2,56,46,100,57
40,41,6,6,5,12,0.42,99,99,100,98
46,62,6,8,6,14,0.43,100,85,100,83
30,23,3,3,2,6,0.33,69,45,100,51
27,28,3,3,2,6,0.33,98,98,100,96
17,24,3,4,3,7,0.43,100,83,100,94
7,6,1,1,0,2,0.0,15,15,17,17
42,46,6,8,2,14,0.14,59,52,100,61
14,13,2,3,1,5,0.2,56,52,100,46
22,27,3,4,3,7,0.43,100,90,100,100
15,40,3,6,2,9,0.22,75,33,100,47
29,14,5,3,2,8,0.25,78,47,100,50
67,34,11,4,0,15,0.0,26,26,35,35
32,29,5,5,2,10,0.2,72,72,100,72
34,16,5,3,3,8,0.38,100,64,100,69
28,30,5,5,2,10,0.2,66,66,100,69
29,29,5,5,1,10,0.1,55,55,100,55
42,40,5,5,3,10,0.3,85,85,100,88
17,17,2,2,1,4,0.25,83,71,100,71
53,27,9,4,2,11,0.18,65,48,100,63
24,54,3,7,3,10,0.3,100,62,100,67
126,73,15,11,2,21,0.1,48,43,100,51
18,15,3,2,2,5,0.4,100,91,100,100
51,38,6,6,0,12,0.0,34,34,34,34
68,75,10,11,2,21,0.1,52,52,100,46
58,42,9,7,5,16,0.31,85,70,100,76
36,85,4,13,0,17,0.0,25,25,33,33
22,22,3,3,2,6,0.33,82,68,100,81
55,53,8,7,4,15,0.27,71,59,100,60
11,17,2,3,2,5,0.4,100,79,100,100
19,38,2,5,0,7,0.0,53,53,68,68
62,39,11,6,0,15,0.0,29,30,27,29
19,14,3,2,2,5,0.4,100,85,100,64
33,32,5,4,3,9,0.33,86,86,100,84
21,16,4,3,1,7,0.14,61,59,100,69
25,29,4,4,3,8,0.38,86,70,100,76
19,73,3,12,0,15,0.0,22,22,37,37
19,22,4,4,3,8,0.38,73,54,100,42
17,26,3,5,2,8,0.25,83,70,100,82
84,176,13,27,2,35,0.06,35,30,100,33
40,39,5,5,4,10,0.4,93,86,100,93
30,23,5,4,4,9,0.44,100,87,100,100
38,31,5,4,3,9,0.33,91,81,100,90
32,23,4,3,2,7,0.29,80,80,100,98
17,23,3,4,1,7,0.14,85,85,100,76
17,33,3,4,0,7,0.0,40,40,35,35
45,23,8,4,2,12,0.17,56,41,100,45
47,46,7,8,2,15,0.13,49,47,100,46
47,14,8,2,0,10,0.0,13,13,36,36
75,49,10,6,6,16,0.38,100,79,100,71
60,61,9,9,8,18,0.44,96,91,100,90
25,23,3,3,1,6,0.17,54,54,100,57
38,85,6,13,0,19,0.0,13,13,29,29
11,12,2,2,1,4,0.25,96,96,100,100
32,32,5,5,2,9,0.22,72,72,100,77
90,83,11,12,6,23,0.26,73,65,100,61
70,30,12,6,0,17,0.0,25,24,39,35
29,22,4,3,2,7,0.29,78,67,100,68
19,31,2,7,0,6,0.0,9,8,18,18
26,26,4,4,4,8,0.5,100,100,100,100
36,36,6,6,6,12,0.5,100,100,100,100
18,28,3,6,1,9,0.11,70,65,100,83
45,29,8,5,4,13,0.31,91,70,100,69
34,45,6,7,3,13,0.23,73,63,100,59
34,34,6,6,5,12,0.42,91,82,100,84
43,31,6,4,2,9,0.22,77,65,100,80
84,79,12,11,10,23,0.43,97,92,100,90
51,28,8,6,4,12,0.33,83,61,100,79
41,45,6,6,0,12,0.0,23,23,26,26
31,5,4,1,1,5,0.2,100,28,100,100
12,12,2,2,2,4,0.5,100,100,100,100
19,27,4,6,2,8,0.25,52,57,100,58
21,16,3,2,2,5,0.4,100,86,100,100
22,32,3,5,2,8,0.25,78,70,100,86
31,24,4,3,3,7,0.43,100,87,100,79
59,48,10,6,3,16,0.19,63,58,100,56
68,174,11,26,2,36,0.06,30,31,100,44
23,24,3,4,2,7,0.29,72,55,100,60
62,61,9,9,8,18,0.44,94,93,100,92
30,31,5,5,1,10,0.1,46,46,100,47
41,22,7,4,2,11,0.18,58,38,100,50
27,33,4,5,3,9,0.33,83,83,100,74
35,47,5,6,2,11,0.18,73,73,100,80
26,25,4,4,3,8,0.38,84,71,100,68
41,64,7,10,2,17,0.12,46,44,100,51
16,24,3,4,3,7,0.43,100,80,100,75
24,28,4,4,2,7,0.29,85,73,100,79
14,14,2,2,2,4,0.5,100,100,100,100
26,76,4,11,4,15,0.27,100,51,100,62
53,100,7,14,3,21,0.14,51,50,100,60
24,19,3,3,2,6,0.33,85,74,100,58
66,18,9,4,2,13,0.15,43,26,100,56
52,39,5,7,2,10,0.2,75,68,100,77
71,68,8,9,1,17,0.06,35,45,100,40
25,24,3,5,1,8,0.12,49,49,100,50
25,49,4,8,0,12,0.0,32,32,36,36
40,62,5,8,4,12,0.33,95,75,100,82
29,32,5,5,2,10,0.2,52,52,100,57
55,95,7,12,4,19,0.21,76,59,100,60
52,45,8,6,3,14,0.21,56,56,100,53
18,22,3,3,1,6,0.17,67,60,100,67
32,28,6,5,4,11,0.36,88,80,100,86
62,53,8,7,0,15,0.0,24,24,38,38
29,23,5,4,3,8,0.38,90,81,100,78
18,24,3,4,2,7,0.29,88,76,100,83
21,53,4,8,2,12,0.17,69,46,100,48
38,87,5,13,0,17,0.0,34,32,48,48
9,15,2,3,1,4,0.25,100,58,100,67
59,65,9,9,8,18,0.44,91,87,100,81
30,61,4,8,3,12,0.25,93,66,100,77
15,21,3,3,1,6,0.17,57,56,100,62
11,6,2,1,1,3,0.33,100,71,100,100
34,44,5,6,2,11,0.18,61,59,100,59
28,28,5,5,4,10,0.4,88,86,100,86
35,19,5,3,0,8,0.0,15,15,37,37
33,24,5,5,0,10,0.0,32,32,33,33
42,20,6,3,3,9,0.33,100,65,100,65
94,41,11,6,1,17,0.06,49,49,100,56
21,15,4,3,2,7,0.29,80,67,100,80
27,44,4,7,2,9,0.22,69,51,100,67
70,70,9,9,6,17,0.35,88,81,100,81
36,27,5,4,0,9,0.0,29,29,26,26
35,37,5,6,3,11,0.27,72,75,100,74
14,23,3,4,1,7,0.14,65,65,100,71
26,27,4,4,3,8,0.38,98,98,100,96
23,26,4,4,1,8,0.12,45,45,100,54
26,26,4,4,4,8,0.5,100,100,100,100
31,23,4,5,2,9,0.22,56,44,100,56
9,9,2,2,2,4,0.5,100,100,100,100
35,25,5,5,2,10,0.2,57,50,100,58
26,26,4,4,2,8,0.25,73,73,100,73
82,77,10,9,8,19,0.42,95,87,100,84
36,34,5,5,3,10,0.3,86,80,100,76
56,97,7,14,1,21,0.05,35,35,100,38
49,51,7,7,6,14,0.43,96,96,100,94
18,28,3,4,2,7,0.29,88,78,100,94
63,63,8,8,7,16,0.44,92,86,100,86
32,31,5,6,3,11,0.27,71,67,100,75
35,28,5,4,3,9,0.33,83,79,100,79
105,76,15,12,0,25,0.0,28,27,28,25
26,23,4,4,2,8,0.25,61,53,100,48
23,93,5,16,1,19,0.05,30,26,100,43
49,37,7,6,3,13,0.23,65,58,100,70
49,32,7,5,0,12,0.0,27,27,24,24
16,48,3,7,0,9,0.0,30,28,56,50
34,34,5,5,4,10,0.4,85,74,100,74
27,17,4,3,3,7,0.43,100,77,100,100
18,76,3,12,2,13,0.15,62,30,100,56
43,41,6,5,2,11,0.18,60,57,100,59
53,40,7,5,1,11,0.09,52,52,100,65
21,20,3,3,2,6,0.33,93,93,100,90
28,40,4,6,3,10,0.3,76,68,100,82
34,29,4,4,0,8,0.0,25,25,32,32
49,44,9,8,6,16,0.38,84,73,100,75
30,23,5,4,3,9,0.33,87,87,100,83
27,33,3,4,2,7,0.29,80,80,100,85
48,52,7,7,2,13,0.15,73,60,100,58
63,59,8,8,2,12,0.17,67,70,100,73
70,81,12,13,4,25,0.16,53,48,100,51
31,22,5,3,2,8,0.25,62,49,100,72
30,27,5,5,4,10,0.4,95,95,100,89
26,24,4,4,3,8,0.38,80,64,100,80
23,23,3,3,3,6,0.5,100,100,100,100
27,27,4,4,4,8,0.5,100,100,100,100
34,31,3,3,2,6,0.33,83,68,100,83
20,13,3,2,2,5,0.4,100,79,100,100
93,30,17,5,2,21,0.1,50,36,100,63
56,64,8,9,4,13,0.31,71,75,100,80
50,81,8,11,3,19,0.16,50,50,100,56
10,44,2,6,0,8,0.0,26,26,60,60
30,21,4,3,3,7,0.43,100,82,100,81
8,17,2,4,2,6,0.33,100,64,100,100
48,34,6,5,0,11,0.0,20,20,33,33
23,38,3,5,2,8,0.25,85,66,100,65
25,19,4,3,2,7,0.29,77,68,100,79
59,27,8,4,3,11,0.27,85,47,100,67
18,16,3,3,2,6,0.33,82,65,100,56
34,13,6,3,2,9,0.22,76,43,100,62
66,70,9,9,7,18,0.39,89,81,100,83
66,59,8,8,4,14,0.29,81,67,100,66
17,48,3,9,2,12,0.17,79,49,100,71
7,14,1,2,1,3,0.33,100,67,100,100
45,57,6,9,1,14,0.07,44,41,100,51
29,43,5,8,3,12,0.25,71,50,100,52
31,31,5,5,4,10,0.4,90,77,100,87
42,72,7,10,5,17,0.29,82,65,100,60
31,34,4,4,3,8,0.38,83,68,100,61
10,20,2,4,2,6,0.33,100,67,100,80
101,100,14,14,12,28,0.43,94,94,100,94
81,82,11,11,3,21,0.14,57,53,100,53
81,32,12,4,2,15,0.13,69,48,100,66
19,22,3,3,1,6,0.17,54,54,100,58
99,67,13,8,5,21,0.24,82,60,100,63
23,21,4,4,3,8,0.38,83,77,100,81
16,27,3,5,2,8,0.25,81,51,100,69
40,118,7,16,3,23,0.13,67,42,100,48
15,16,3,3,2,6,0.33,97,97,100,93
24,17,3,3,1,6,0.17,54,54,100,65
24,17,4,3,2,7,0.29,74,49,100,74
14,21,2,3,2,5,0.4,100,80,100,100
34,43,5,7,3,12,0.25,60,60,100,69
13,13,2,2,2,4,0.5,100,100,100,100
39,85,5,11,4,16,0.25,92,60,100,82
36,45,5,6,3,11,0.27,59,49,100,49
34,38,5,6,5,11,0.45,100,94,100,88
45,44,6,6,5,12,0.42,91,83,100,82
29,18,5,3,2,8,0.25,76,60,100,72
18,18,3,3,3,6,0.5,100,100,100,100
29,41,4,6,4,10,0.4,100,83,100,79
40,39,8,8,4,15,0.27,63,51,100,51
39,35,7,5,1,12,0.08,38,35,100,45
12,20,2,3,1,5,0.2,59,50,100,67
42,40,4,4,2,8,0.25,71,73,100,72
56,38,6,4,3,8,0.38,96,79,100,74
33,46,6,9,2,13,0.15,62,51,100,61
34,34,6,5,3,11,0.27,69,65,100,66
43,82,7,12,2,19,0.11,38,42,100,58
15,19,3,3,2,6,0.33,85,71,100,80
27,25,4,4,2,8,0.25,78,69,100,72
59,58,8,10,0,18,0.0,29,29,29,29
48,56,5,7,3,12,0.25,79,79,100,70
56,47,9,7,3,14,0.21,67,62,100,64
14,25,3,4,1,7,0.14,53,46,100,70
35,37,5,6,1,11,0.09,53,53,100,59
17,17,3,3,3,6,0.5,100,100,100,100
28,29,5,5,3,10,0.3,67,56,100,62
35,27,6,6,2,10,0.2,59,55,100,44
38,39,5,5,4,10,0.4,94,91,100,89
51,19,6,3,0,9,0.0,20,20,32,32
67,68,8,8,4,16,0.25,76,76,100,75
31,30,5,5,3,10,0.3,79,72,100,85
14,22,2,3,2,5,0.4,100,78,100,79
36,14,6,3,3,9,0.33,100,56,100,79
19,19,3,3,3,6,0.5,100,100,100,100
75,18,10,3,2,13,0.15,80,34,100,56
58,46,7,7,3,14,0.21,58,50,100,54
36,30,5,4,2,9,0.22,60,55,100,60
15,36,2,5,2,7,0.29,100,59,100,80
26,18,4,3,3,7,0.43,100,82,100,83
20,31,3,4,3,7,0.43,100,78,100,100
29,35,5,6,3,10,0.3,78,62,100,72
68,55,9,9,2,18,0.11,52,54,100,49
14,10,2,2,1,4,0.25,58,58,100,63
